neighbourhood,year,month,crime_count,population,crime_rate
Kensington-Cedar Cottage,2019,11,27,50472,5.349500713266762
Kensington-Cedar Cottage,2019,12,26,50472,5.151371057219845
Kerrisdale,2019,1,11,13537,8.125877225382286
Kerrisdale,2019,2,8,13537,5.909728891187116
Kerrisdale,2019,3,10,13537,7.387161113983896
Kerrisdale,2019,4,7,13537,5.171012779788727
Kerrisdale,2019,5,3,13537,2.216148334195169
Kerrisdale,2019,6,7,13537,5.171012779788727
Kerrisdale,2019,7,12,13537,8.864593336780676
Kerrisdale,2019,8,13,13537,9.603309448179065
Kerrisdale,2019,9,18,13537,13.296890005171013
Kerrisdale,2019,10,14,13537,10.342025559577454
Kerrisdale,2019,11,11,13537,8.125877225382286
Kerrisdale,2019,12,10,13537,7.387161113983896
Killarney,2019,1,8,29862,2.6789900207621726
Killarney,2019,2,11,29862,3.6836112785479873
Killarney,2019,3,13,29862,4.35335878373853
Killarney,2019,4,5,29862,1.674368762976358
Killarney,2019,5,4,29862,1.3394950103810863
Killarney,2019,6,17,29862,5.692853794119617
Killarney,2019,7,4,29862,1.3394950103810863
Killarney,2019,8,10,29862,3.348737525952716
Killarney,2019,9,3,29862,1.004621257785815
Killarney,2019,10,10,29862,3.348737525952716
Killarney,2019,11,5,29862,1.674368762976358
Killarney,2019,12,9,29862,3.013863773357444
Kitsilano,2019,1,12,44079,2.7223848090927656
Kitsilano,2019,2,13,44079,2.9492502098504954
Kitsilano,2019,3,13,44079,2.9492502098504954
Kitsilano,2019,4,17,44079,3.8567118128814175
Kitsilano,2019,5,17,44079,3.8567118128814175
Kitsilano,2019,6,18,44079,4.083577213639147
Kitsilano,2019,7,20,44079,4.537308015154609
Kitsilano,2019,8,16,44079,3.629846412123687
Kitsilano,2019,9,19,44079,4.310442614396878
Kitsilano,2019,10,22,44079,4.99103881667007
Kitsilano,2019,11,18,44079,4.083577213639147
Kitsilano,2019,12,21,44079,4.764173415912339
Marpole,2019,1,12,24842,4.8305289429192495
Marpole,2019,2,18,24842,7.245793414378874
Marpole,2019,3,14,24842,5.635617100072458
Marpole,2019,4,12,24842,4.8305289429192495
Marpole,2019,5,15,24842,6.038161178649061
Marpole,2019,6,15,24842,6.038161178649061
Marpole,2019,7,18,24842,7.245793414378874
Marpole,2019,8,20,24842,8.050881571532083
Marpole,2019,9,19,24842,7.648337492955478
Marpole,2019,10,20,24842,8.050881571532083
Marpole,2019,11,18,24842,7.245793414378874
Marpole,2019,12,26,24842,10.466146042991708
Mount Pleasant,2019,1,11,37645,2.9220347987780584
Mount Pleasant,2019,2,16,37645,4.250232434586266
Mount Pleasant,2019,3,13,37645,3.4533138531013416
Mount Pleasant,2019,4,16,37645,4.250232434586266
Mount Pleasant,2019,5,31,37645,8.234825342010891
Mount Pleasant,2019,6,27,37645,7.172267233364325
Mount Pleasant,2019,7,34,37645,9.031743923495815
Mount Pleasant,2019,8,36,37645,9.563022977819099
Mount Pleasant,2019,9,22,37645,5.844069597556117
Mount Pleasant,2019,10,15,37645,3.984592907424625
Mount Pleasant,2019,11,26,37645,6.906627706202683
Mount Pleasant,2019,12,27,37645,7.172267233364325
Oakridge,2019,1,8,13397,5.971486153616482
Oakridge,2019,2,6,13397,4.4786146152123605
Oakridge,2019,3,11,13397,8.210793461222663
Oakridge,2019,4,13,13397,9.703664999626781
Oakridge,2019,5,12,13397,8.957229230424721
Oakridge,2019,6,13,13397,9.703664999626781
Oakridge,2019,7,6,13397,4.4786146152123605
Oakridge,2019,8,13,13397,9.703664999626781
Oakridge,2019,9,9,13397,6.717921922818541
Oakridge,2019,10,14,13397,10.450100768828843
Oakridge,2019,11,11,13397,8.210793461222663
Oakridge,2019,12,9,13397,6.717921922818541
Renfrew-Collingwood,2019,1,32,52154,6.1356751160026075
Renfrew-Collingwood,2019,2,19,52154,3.643057100126548
Renfrew-Collingwood,2019,3,24,52154,4.601756337001956
Renfrew-Collingwood,2019,4,25,52154,4.793496184377037
Renfrew-Collingwood,2019,5,27,52154,5.1769758791272
Renfrew-Collingwood,2019,6,9,52154,1.7256586263757334
Renfrew-Collingwood,2019,7,21,52154,4.026536794876711
Renfrew-Collingwood,2019,8,16,52154,3.0678375580013038
Renfrew-Collingwood,2019,9,29,52154,5.5604555738773636
Renfrew-Collingwood,2019,10,26,52154,4.985236031752119
Renfrew-Collingwood,2019,11,21,52154,4.026536794876711
Renfrew-Collingwood,2019,12,20,52154,3.83479694750163
Riley Park,2019,1,11,23023,4.777830864787386
Riley Park,2019,2,11,23023,4.777830864787386
Riley Park,2019,3,12,23023,5.212179125222604
Riley Park,2019,4,11,23023,4.777830864787386
Riley Park,2019,5,16,23023,6.949572166963471
Riley Park,2019,6,14,23023,6.0808756460930375
Riley Park,2019,7,14,23023,6.0808756460930375
Riley Park,2019,8,12,23023,5.212179125222604
Riley Park,2019,9,13,23023,5.64652738565782
Riley Park,2019,10,13,23023,5.64652738565782
Riley Park,2019,11,12,23023,5.212179125222604
Riley Park,2019,12,22,23023,9.555661729574773
Shaughnessy,2019,1,11,8212,13.395031660983925
Shaughnessy,2019,2,10,8212,12.177301509985387
Shaughnessy,2019,3,6,8212,7.306380905991232
Shaughnessy,2019,4,6,8212,7.306380905991232
Shaughnessy,2019,5,13,8212,15.830491962981004
Shaughnessy,2019,6,4,8212,4.870920603994155
Shaughnessy,2019,7,10,8212,12.177301509985387
Shaughnessy,2019,8,13,8212,15.830491962981004
Shaughnessy,2019,9,10,8212,12.177301509985387
Shaughnessy,2019,10,13,8212,15.830491962981004
Shaughnessy,2019,11,12,8212,14.612761811982464
Shaughnessy,2019,12,8,8212,9.74184120798831
South Cambie,2019,1,3,8152,3.680078508341511
South Cambie,2019,2,3,8152,3.680078508341511
South Cambie,2019,3,4,8152,4.906771344455348
South Cambie,2019,4,5,8152,6.133464180569185
South Cambie,2019,5,5,8152,6.133464180569185
South Cambie,2019,6,5,8152,6.133464180569185
South Cambie,2019,7,7,8152,8.58684985279686
South Cambie,2019,8,5,8152,6.133464180569185
South Cambie,2019,9,6,8152,7.360157016683022
South Cambie,2019,10,12,8152,14.720314033366044
South Cambie,2019,11,9,8152,11.040235525024535
South Cambie,2019,12,6,8152,7.360157016683022
Strathcona,2019,1,39,12843,30.36673674375146
Strathcona,2019,2,45,12843,35.0385423966363
Strathcona,2019,3,40,12843,31.145371019232265
Strathcona,2019,4,58,12843,45.160787977886784
Strathcona,2019,5,58,12843,45.160787977886784
Strathcona,2019,6,60,12843,46.7180565288484
Strathcona,2019,7,65,12843,50.61122790625244
Strathcona,2019,8,70,12843,54.50439928365647
Strathcona,2019,9,66,12843,51.38986218173324
Strathcona,2019,10,67,12843,52.16849645721404
Strathcona,2019,11,52,12843,40.48898232500195
Strathcona,2019,12,55,12843,42.82488515144437
Sunset,2019,1,10,36629,2.7300772611864916
Sunset,2019,2,5,36629,1.3650386305932458
Sunset,2019,3,11,36629,3.0030849873051406
Sunset,2019,4,18,36629,4.914139070135685
Sunset,2019,5,13,36629,3.549100439542439
Sunset,2019,6,12,36629,3.27609271342379
Sunset,2019,7,10,36629,2.7300772611864916
Sunset,2019,8,19,36629,5.187146796254334
Sunset,2019,9,19,36629,5.187146796254334
Sunset,2019,10,17,36629,4.641131344017036
Sunset,2019,11,7,36629,1.911054082830544
Sunset,2019,12,21,36629,5.733162248491632
Victoria-Fraserview,2019,1,6,31279,1.9182198919402793
Victoria-Fraserview,2019,2,6,31279,1.9182198919402793
Victoria-Fraserview,2019,3,9,31279,2.8773298379104193
Victoria-Fraserview,2019,4,9,31279,2.8773298379104193
Victoria-Fraserview,2019,5,6,31279,1.9182198919402793
Victoria-Fraserview,2019,6,9,31279,2.8773298379104193
Victoria-Fraserview,2019,7,8,31279,2.557626522587039
Victoria-Fraserview,2019,8,7,31279,2.2379232072636595
Victoria-Fraserview,2019,9,16,31279,5.115253045174078
Victoria-Fraserview,2019,10,12,31279,3.8364397838805586
Victoria-Fraserview,2019,11,7,31279,2.2379232072636595
Victoria-Fraserview,2019,12,14,31279,4.475846414527319
West End,2019,1,43,48871,8.798674060281149
West End,2019,2,31,48871,6.343230136481758
West End,2019,3,38,48871,7.775572425364736
West End,2019,4,41,48871,8.389433406314584
West End,2019,5,37,48871,7.5709520983814524
West End,2019,6,41,48871,8.389433406314584
West End,2019,7,39,48871,7.980192752348018
West End,2019,8,54,48871,11.049497657097257
West End,2019,9,35,48871,7.161711444414888
West End,2019,10,41,48871,8.389433406314584
West End,2019,11,34,48871,6.957091117431606
West End,2019,12,36,48871,7.36633177139817
West Point Grey,2019,1,6,13229,4.535490210900295
West Point Grey,2019,2,5,13229,3.779575175750246
West Point Grey,2019,3,3,13229,2.2677451054501474
West Point Grey,2019,4,4,13229,3.023660140600197
West Point Grey,2019,5,1,13229,0.7559150351500492
West Point Grey,2019,6,5,13229,3.779575175750246
West Point Grey,2019,7,5,13229,3.779575175750246
West Point Grey,2019,8,10,13229,7.559150351500492
West Point Grey,2019,9,9,13229,6.803235316350442
West Point Grey,2019,10,9,13229,6.803235316350442
West Point Grey,2019,11,11,13229,8.31506538665054
West Point Grey,2019,12,11,13229,8.31506538665054
Arbutus Ridge,2020,1,9,14820,6.0728744939271255
Arbutus Ridge,2020,2,8,14820,5.398110661268555
Arbutus Ridge,2020,3,7,14820,4.723346828609986
Arbutus Ridge,2020,4,8,14820,5.398110661268555
Arbutus Ridge,2020,5,5,14820,3.3738191632928474
Arbutus Ridge,2020,6,21,14820,14.170040485829961
Arbutus Ridge,2020,7,11,14820,7.422402159244265
Arbutus Ridge,2020,8,8,14820,5.398110661268555
Arbutus Ridge,2020,9,8,14820,5.398110661268555
Arbutus Ridge,2020,10,4,14820,2.6990553306342777
Arbutus Ridge,2020,11,3,14820,2.0242914979757085
Arbutus Ridge,2020,12,12,14820,8.097165991902834
Downtown,2020,1,131,68605,19.09481816194155
Downtown,2020,2,100,68605,14.576197070184389
Downtown,2020,3,141,68605,20.552437868959988
Downtown,2020,4,107,68605,15.596530865097295
Downtown,2020,5,104,68605,15.159244952991765
Downtown,2020,6,104,68605,15.159244952991765
Downtown,2020,7,120,68605,17.491436484221268
Downtown,2020,8,132,68605,19.24058013264339
Downtown,2020,9,123,68605,17.928722396326798
Downtown,2020,10,121,68605,17.637198454923112
Downtown,2020,11,112,68605,16.325340718606515
Downtown,2020,12,96,68605,13.993149187377014
Dunbar-Southlands,2020,1,19,21172,8.974116757982241
Dunbar-Southlands,2020,2,4,21172,1.889287738522577
Dunbar-Southlands,2020,3,6,21172,2.833931607783865
Dunbar-Southlands,2020,4,11,21172,5.1955412809370864
Dunbar-Southlands,2020,5,9,21172,4.2508974116757985
Dunbar-Southlands,2020,6,10,21172,4.7232193463064425
Dunbar-Southlands,2020,7,7,21172,3.3062535424145096
Dunbar-Southlands,2020,8,7,21172,3.3062535424145096
Dunbar-Southlands,2020,9,10,21172,4.7232193463064425
Dunbar-Southlands,2020,10,9,21172,4.2508974116757985
Dunbar-Southlands,2020,11,7,21172,3.3062535424145096
Dunbar-Southlands,2020,12,10,21172,4.7232193463064425
Fairview,2020,1,17,35467,4.793188033947049
Fairview,2020,2,11,35467,3.101474610201032
Fairview,2020,3,17,35467,4.793188033947049
Fairview,2020,4,13,35467,3.6653790847830376
Fairview,2020,5,8,35467,2.255617898328023
Fairview,2020,6,7,35467,1.9736656610370205
Fairview,2020,7,35,35467,9.8683283051851
Fairview,2020,8,20,35467,5.639044745820058
Fairview,2020,9,13,35467,3.6653790847830376
Fairview,2020,10,9,35467,2.537570135619026
Fairview,2020,11,20,35467,5.639044745820058
Fairview,2020,12,15,35467,4.229283559365044
Grandview-Woodland,2020,1,31,30762,10.077368181522658
Grandview-Woodland,2020,2,35,30762,11.377673753332033
Grandview-Woodland,2020,3,33,30762,10.727520967427347
Grandview-Woodland,2020,4,27,30762,8.777062609713282
Grandview-Woodland,2020,5,31,30762,10.077368181522658
Grandview-Woodland,2020,6,30,30762,9.752291788570314
Grandview-Woodland,2020,7,44,30762,14.303361289903128
Grandview-Woodland,2020,8,20,30762,6.501527859046876
Grandview-Woodland,2020,9,31,30762,10.077368181522658
Grandview-Woodland,2020,10,19,30762,6.176451466094532
Grandview-Woodland,2020,11,30,30762,9.752291788570314
Grandview-Woodland,2020,12,22,30762,7.151680644951564
Hastings-Sunrise,2020,1,21,35050,5.991440798858774
Hastings-Sunrise,2020,2,21,35050,5.991440798858774
Hastings-Sunrise,2020,3,24,35050,6.847360912981455
Hastings-Sunrise,2020,4,20,35050,5.706134094151213
Hastings-Sunrise,2020,5,11,35050,3.1383737517831674
Hastings-Sunrise,2020,6,19,35050,5.420827389443652
Hastings-Sunrise,2020,7,9,35050,2.5677603423680457
Hastings-Sunrise,2020,8,17,35050,4.850213980028531
Hastings-Sunrise,2020,9,11,35050,3.1383737517831674
Hastings-Sunrise,2020,10,24,35050,6.847360912981455
Hastings-Sunrise,2020,11,11,35050,3.1383737517831674
Hastings-Sunrise,2020,12,21,35050,5.991440798858774
Kensington-Cedar Cottage,2020,1,26,50861,5.111971844831993
Kensington-Cedar Cottage,2020,2,20,50861,3.932286034486148
Kensington-Cedar Cottage,2020,3,23,50861,4.522128939659071
Kensington-Cedar Cottage,2020,4,30,50861,5.898429051729224
Kensington-Cedar Cottage,2020,5,24,50861,4.718743241383378
Kensington-Cedar Cottage,2020,6,19,50861,3.735671732761841
Kensington-Cedar Cottage,2020,7,27,50861,5.3085861465563005
Kensington-Cedar Cottage,2020,8,16,50861,3.145828827588919
Kensington-Cedar Cottage,2020,9,21,50861,4.128900336210456
Kensington-Cedar Cottage,2020,10,21,50861,4.128900336210456
Kensington-Cedar Cottage,2020,11,14,50861,2.7526002241403043
Kensington-Cedar Cottage,2020,12,22,50861,4.325514637934763
Kerrisdale,2020,1,7,13395,5.225830533781262
Kerrisdale,2020,2,12,13395,8.958566629339305
Kerrisdale,2020,3,9,13395,6.718924972004479
Kerrisdale,2020,4,3,13395,2.2396416573348263
Kerrisdale,2020,5,8,13395,5.97237775289287
Kerrisdale,2020,6,8,13395,5.97237775289287
Kerrisdale,2020,7,6,13395,4.479283314669653
Kerrisdale,2020,8,7,13395,5.225830533781262
Kerrisdale,2020,9,15,13395,11.198208286674133
Kerrisdale,2020,10,5,13395,3.732736095558044
Kerrisdale,2020,11,5,13395,3.732736095558044
Kerrisdale,2020,12,5,13395,3.732736095558044
Killarney,2020,1,10,30044,3.328451604313673
Killarney,2020,2,9,30044,2.995606443882306
Killarney,2020,3,4,30044,1.3313806417254692
Killarney,2020,4,2,30044,0.6656903208627346
Killarney,2020,5,15,30044,4.99267740647051
Killarney,2020,6,6,30044,1.997070962588204
Killarney,2020,7,8,30044,2.6627612834509384
Killarney,2020,8,13,30044,4.326987085607775
Killarney,2020,9,11,30044,3.6612967647450403
Killarney,2020,10,12,30044,3.994141925176408
Killarney,2020,11,4,30044,1.3313806417254692
Killarney,2020,12,4,30044,1.3313806417254692
Kitsilano,2020,1,18,44429,4.051407864232821
Kitsilano,2020,2,11,44429,2.475860361475613
Kitsilano,2020,3,17,44429,3.8263296495532195
Kitsilano,2020,4,17,44429,3.8263296495532195
Kitsilano,2020,5,16,44429,3.6012514348736184
Kitsilano,2020,6,22,44429,4.951720722951226
Kitsilano,2020,7,37,44429,8.327893943145243
Kitsilano,2020,8,21,44429,4.726642508271625
Kitsilano,2020,9,15,44429,3.3761732201940173
Kitsilano,2020,10,20,44429,4.501564293592024
Kitsilano,2020,11,14,44429,3.1510950055144167
Kitsilano,2020,12,15,44429,3.3761732201940173
Marpole,2020,1,17,24971,6.807897160706419
Marpole,2020,2,12,24971,4.805574466381002
Marpole,2020,3,10,24971,4.004645388650835
Marpole,2020,4,11,24971,4.405109927515919
Marpole,2020,5,10,24971,4.004645388650835
Marpole,2020,6,13,24971,5.206039005246086
Marpole,2020,7,6,24971,2.402787233190501
Marpole,2020,8,14,24971,5.606503544111169
Marpole,2020,9,18,24971,7.208361699571503
Marpole,2020,10,24,24971,9.611148932762005
Marpole,2020,11,12,24971,4.805574466381002
Marpole,2020,12,14,24971,5.606503544111169
Mount Pleasant,2020,1,29,39352,7.369384021142509
Mount Pleasant,2020,2,29,39352,7.369384021142509
Mount Pleasant,2020,3,23,39352,5.844683878837162
Mount Pleasant,2020,4,18,39352,4.57410042691604
Mount Pleasant,2020,5,21,39352,5.3364504980687135
Mount Pleasant,2020,6,13,39352,3.3035169749949174
Mount Pleasant,2020,7,25,39352,6.3529172596056105
Mount Pleasant,2020,8,34,39352,8.639967473063631
Mount Pleasant,2020,9,24,39352,6.098800569221387
Mount Pleasant,2020,10,26,39352,6.607033949989835
Mount Pleasant,2020,11,16,39352,4.0658670461475905
Mount Pleasant,2020,12,21,39352,5.3364504980687135
Oakridge,2020,1,9,13522,6.655820144948972
Oakridge,2020,2,5,13522,3.6976778583049845
Oakridge,2020,3,11,13522,8.134891288270966
Oakridge,2020,4,10,13522,7.395355716609969
Oakridge,2020,5,3,13522,2.218606714982991
Oakridge,2020,6,6,13522,4.437213429965982
Oakridge,2020,7,10,13522,7.395355716609969
Oakridge,2020,8,8,13522,5.916284573287975
Oakridge,2020,9,8,13522,5.916284573287975
Oakridge,2020,10,11,13522,8.134891288270966
Oakridge,2020,11,9,13522,6.655820144948972
Oakridge,2020,12,13,13522,9.61396243159296
Renfrew-Collingwood,2020,1,18,52364,3.4374761286379956
Renfrew-Collingwood,2020,2,13,52364,2.4826216484607744
Renfrew-Collingwood,2020,3,21,52364,4.010388816744328
Renfrew-Collingwood,2020,4,29,52364,5.538155985027881
Renfrew-Collingwood,2020,5,16,52364,3.0555343365671073
Renfrew-Collingwood,2020,6,24,52364,4.583301504850661
Renfrew-Collingwood,2020,7,20,52364,3.819417920708884
Renfrew-Collingwood,2020,8,31,52364,5.9200977770987695
Renfrew-Collingwood,2020,9,20,52364,3.819417920708884
Renfrew-Collingwood,2020,10,17,52364,3.246505232602551
Renfrew-Collingwood,2020,11,21,52364,4.010388816744328
Renfrew-Collingwood,2020,12,6,52364,1.1458253762126653
Riley Park,2020,1,17,23182,7.333275817444569
Riley Park,2020,2,18,23182,7.764644983176603
Riley Park,2020,3,22,23182,9.490121646104736
Riley Park,2020,4,15,23182,6.470537485980501
Riley Park,2020,5,17,23182,7.333275817444569
Riley Park,2020,6,13,23182,5.607799154516435
Riley Park,2020,7,11,23182,4.745060823052368
Riley Park,2020,8,9,23182,3.8823224915883014
Riley Park,2020,9,11,23182,4.745060823052368
Riley Park,2020,10,10,23182,4.3136916573203345
Riley Park,2020,11,18,23182,7.764644983176603
Riley Park,2020,12,18,23182,7.764644983176603
Shaughnessy,2020,1,19,8141,23.33865618474389
Shaughnessy,2020,2,6,8141,7.370101953077017
Shaughnessy,2020,3,7,8141,8.598452278589853
Shaughnessy,2020,4,11,8141,13.5118535806412
Shaughnessy,2020,5,10,8141,12.283503255128362
Shaughnessy,2020,6,15,8141,18.425254882692546
Shaughnessy,2020,7,18,8141,22.110305859231055
Shaughnessy,2020,8,15,8141,18.425254882692546
Shaughnessy,2020,9,15,8141,18.425254882692546
Shaughnessy,2020,10,10,8141,12.283503255128362
Shaughnessy,2020,11,9,8141,11.055152929615527
Shaughnessy,2020,12,12,8141,14.740203906154035
South Cambie,2020,1,8,8214,9.739469198928658
South Cambie,2020,2,8,8214,9.739469198928658
South Cambie,2020,3,9,8214,10.95690284879474
South Cambie,2020,4,7,8214,8.522035549062576
South Cambie,2020,5,4,8214,4.869734599464329
South Cambie,2020,6,7,8214,8.522035549062576
South Cambie,2020,7,9,8214,10.95690284879474
South Cambie,2020,8,10,8214,12.174336498660823
South Cambie,2020,9,6,8214,7.304601899196494
South Cambie,2020,10,4,8214,4.869734599464329
South Cambie,2020,11,6,8214,7.304601899196494
South Cambie,2020,12,12,8214,14.609203798392988
Strathcona,2020,1,62,12931,47.9467945247854
Strathcona,2020,2,59,12931,45.62678833810224
Strathcona,2020,3,54,12931,41.76011136029697
Strathcona,2020,4,67,12931,51.81347150259067
Strathcona,2020,5,53,12931,40.986775964735905
Strathcona,2020,6,55,12931,42.533446755858016
Strathcona,2020,7,60,12931,46.40012373366329
Strathcona,2020,8,65,12931,50.26680071146856
Strathcona,2020,9,70,12931,54.13347768927384
Strathcona,2020,10,55,12931,42.533446755858016
Strathcona,2020,11,41,12931,31.70675121800325
Strathcona,2020,12,68,12931,52.58680689815173
Sunset,2020,1,11,36672,2.99956369982548
Sunset,2020,2,8,36672,2.181500872600349
Sunset,2020,3,14,36672,3.817626527050611
Sunset,2020,4,10,36672,2.7268760907504364
Sunset,2020,5,18,36672,4.908376963350785
Sunset,2020,6,10,36672,2.7268760907504364
Sunset,2020,7,13,36672,3.544938917975567
Sunset,2020,8,15,36672,4.090314136125654
Sunset,2020,9,13,36672,3.544938917975567
Sunset,2020,10,13,36672,3.544938917975567
Sunset,2020,11,11,36672,2.99956369982548
Sunset,2020,12,7,36672,1.9088132635253054
Victoria-Fraserview,2020,1,13,31351,4.146598194634939
Victoria-Fraserview,2020,2,10,31351,3.1896909189499536
Victoria-Fraserview,2020,3,12,31351,3.8276291027399445
Victoria-Fraserview,2020,4,7,31351,2.232783643264968
Victoria-Fraserview,2020,5,7,31351,2.232783643264968
Victoria-Fraserview,2020,6,7,31351,2.232783643264968
Victoria-Fraserview,2020,7,1,31351,0.3189690918949954
Victoria-Fraserview,2020,8,9,31351,2.8707218270549584
Victoria-Fraserview,2020,9,10,31351,3.1896909189499536
Victoria-Fraserview,2020,10,9,31351,2.8707218270549584
Victoria-Fraserview,2020,11,3,31351,0.9569072756849861
Victoria-Fraserview,2020,12,6,31351,1.9138145513699722
West End,2020,1,34,49441,6.876883558180457
West End,2020,2,34,49441,6.876883558180457
West End,2020,3,39,49441,7.888189963795231
West End,2020,4,33,49441,6.6746222770575026
West End,2020,5,50,49441,10.113064056147731
West End,2020,6,48,49441,9.708541493901823
West End,2020,7,51,49441,10.315325337270686
West End,2020,8,41,49441,8.29271252604114
West End,2020,9,58,49441,11.731154305131367
West End,2020,10,31,49441,6.270099714811594
West End,2020,11,32,49441,6.472360995934548
West End,2020,12,47,49441,9.506280212778869
West Point Grey,2020,1,8,13285,6.0218291305984195
West Point Grey,2020,2,10,13285,7.527286413248024
West Point Grey,2020,3,12,13285,9.03274369589763
West Point Grey,2020,4,6,13285,4.516371847948815
West Point Grey,2020,5,15,13285,11.290929619872037
West Point Grey,2020,6,8,13285,6.0218291305984195
West Point Grey,2020,7,10,13285,7.527286413248024
West Point Grey,2020,8,9,13285,6.774557771923222
West Point Grey,2020,9,17,13285,12.796386902521641
West Point Grey,2020,10,8,13285,6.0218291305984195
West Point Grey,2020,11,10,13285,7.527286413248024
West Point Grey,2020,12,7,13285,5.269100489273617
